target_url,target_url_domain,target_url_agency_owner,target_url_bureau_owner,Analysis
firescience.gov,firescience.gov,Department of the Interior,Joint Fire Science Program,Resolve to different Final URLs depending on if www. is included or not
first.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
fitness.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
flatwoods.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
fleetd.gsa.gov,gsa.gov,General Services Administration,"GSA, IDI, ECAS II",www. required or site not present at targeted address
fleetsso.gsa.gov,gsa.gov,General Services Administration,"GSA, IDI, ECAS II",Site errors out
fleta.gov,fleta.gov,Department of Homeland Security,Federal Law Enforcement Training Center,Site errors out
fmshrc.gov,fmshrc.gov,Federal Mine Safety and Health Review Commission,Federal Mine Safety & Health Review Commission,Resolve to different Final URLs depending on if www. is included or not
fnal.gov,fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,Resolve to different Final URLs depending on if www. is included or not
foiarequest.epa.gov,epa.gov,Environmental Protection Agency,Environmental Protection Agency,www. required or site not present at targeted address
forestsandrangelands.gov,forestsandrangelands.gov,U.S. Department of Agriculture,US Forest Service,Resolve to different Final URLs depending on if www. is included or not
forfeiture.gov,forfeiture.gov,Department of Justice,"Criminal Division, Asset Forfeiture and Money Laundering Section (AFMLS)",www. required
forms.psc.dhhs.gov,dhhs.gov,Department of Health and Human Services,Office of the Secretary,Site errors out
fourthfleet.navy.mil,navy.mil,Department of Defense,Navy,www. required or site not present at targeted address
fpki.gov,fpki.gov,General Services Administration,"GSA, Q-FPKI",www. required or site not present at targeted address
fqt-tsdr.etc.uspto.gov,uspto.gov,Department of Commerce,USPTO,Site errors out
fredgacosta.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
fs.doi.gov,doi.gov,Department of the Interior,Office of the Chief Information Officer,Site errors out
fs1.acl.gov,acl.gov,Department of Health and Human Services,Administration for Community Living,www. required or site not present at targeted address
fsa-fmstest2.ed.gov,ed.gov,Department of Education,Office of Chief Information Officer,www. required or site not present at targeted address
fsgb.gov,fsgb.gov,Department of State,Foreign Service Grievance Board (S/FSGB),www. required
ftaanalytics.fta.dot.gov,dot.gov,Department of Transportation,Department of Transportation,Site errors out
ftajira-dev.ad.dot.gov,dot.gov,Department of Transportation,Department of Transportation,www. required or site not present at targeted address
ftajira-test.ad.dot.gov,dot.gov,Department of Transportation,Department of Transportation,www. required or site not present at targeted address
ftajira.ad.dot.gov,dot.gov,Department of Transportation,Department of Transportation,www. required or site not present at targeted address
ftawebprod.fta.dot.gov,dot.gov,Department of Transportation,Department of Transportation,Site errors out
ftp.ngs.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Site errors out
ftp.phy.ornl.gov,ornl.gov,Department of Energy,Oak Ridge National Laboratory,www. required or site not present at targeted address
fueleconomy.gov,fueleconomy.gov,Department of Energy,Oak Ridge National Laboratory,Resolve to different Final URLs depending on if www. is included or not
fuji.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
futures.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
fw-sld.pnl.gov,pnl.gov,Department of Energy,Pacific Northwest National Laboratory,www. required or site not present at targeted address
g5drf.ed.gov,ed.gov,Department of Education,Office of Chief Information Officer,Possible scan issue arising META redirect
gadsden.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
gao.usajobs.gov,usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,Site errors out
gaponline.epa.gov,epa.gov,Environmental Protection Agency,Environmental Protection Agency,www. required or site not present at targeted address
gary.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
gcss-dime.giss.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
gdscc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required
geo.arc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
geo.nsstc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
geochange.er.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,Site errors out
georgewbushlibrary.gov,georgewbushlibrary.gov,National Archives and Records Administration,National Archives and Records Administration,www. breaks
geraldrford.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
gipsyx.jpl.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
gis.boemre.gov,boemre.gov,Department of the Interior,Department of the Interior,www. required or site not present at targeted address
gis.nlm.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
gisc-washington-cprk.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,www. required or site not present at targeted address
giss.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
globalusers.ncjrs.gov,ncjrs.gov,Department of Justice,Department of Justice,Site errors out
globe.gov,globe.gov,National Aeronautics and Space Administration,NASA Science Data Systems Branch,Possible scan issue arising META redirect
glory.giss.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
gnome.orr.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,www. required
goarmysof.army.mil,army.mil,Department of Defense,Army,www. required
goodfellow.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
gosere.af.mil,af.mil,Department of Defense,Air Force,www. required
gpo.usajobs.gov,usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,Site errors out
grafton.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
grandforks.af.mil,af.mil,Department of Defense,Air Force,www. required
grants.gov,grants.gov,Department of Health and Human Services,"Assistant Secretary for Financial Resources, Office of the Secretary",Resolve to different Final URLs depending on if www. is included or not
grc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
greengov.gov,greengov.gov,Environmental Protection Agency,Office of Federal Sustainability,Site errors out
grissom.afrc.af.mil,af.mil,Department of Defense,Air Force,www. required
gs674-ono.ndc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
gsaadvantage.gov,gsaadvantage.gov,General Services Administration,"GSA, IQ-GSAAdvantage-Main",Possible scan issue arising META redirect
gsaauctions.gov,gsaauctions.gov,General Services Administration,"GSA, IQ-SASy-GSAAuctions",Resolve to different Final URLs depending on if www. is included or not
gsafleet.gov,gsafleet.gov,General Services Administration,General Services Administration,Resolve to different Final URLs depending on if www. is included or not
gsaglobalsupply.gsa.gov,gsa.gov,General Services Administration,"GSA, IDI, ECAS II",www. required
gsaig.gov,gsaig.gov,General Services Administration,GSA Office of Inspector General,Resolve to different Final URLs depending on if www. is included or not
gts.nhtsa.gov,nhtsa.gov,Department of Transportation,National Highway Traffic Safety Administration,Site errors out
gulfport.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
gulfportcrtc.ang.af.mil,af.mil,Department of Defense,Air Force,www. required
guthrie.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
hanscom.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
hartford.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
hawaii.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
hazmatgrants.phmsa.dot.gov,dot.gov,Department of Transportation,Department of Transportation,Site errors out
healthdata.gov,healthdata.gov,Department of Health and Human Services,Office of the Secretary,www. required
helaacd.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
help.consumersentinel.gov,consumersentinel.gov,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),www. required or site not present at targeted address
helpwithmybank.gov,helpwithmybank.gov,Department of the Treasury,Comptroller of the Currency,Resolve to different Final URLs depending on if www. is included or not
heritageabroad.gov,heritageabroad.gov,U.S. Commission for the Preservation of Americas Heritage Abroad,U.S. Commission for the Preservation of America's Heritage Abroad,www. required
hero.lbl.gov,lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,www. required or site not present at targeted address
hespro.lbl.gov,lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,www. required
hhs-hrsa.usajobs.gov,usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,Site errors out
hill.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
historydms.hq.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
hive.gov,hive.gov,Department of Defense,PEO DHMS,www. required
hlwpi-csprdmz.nhlbi.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
hmsworkshop.fisheries.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Site errors out
hnc.usace.army.mil,army.mil,Department of Defense,Army,www. required
holloman.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
homestead.afrc.af.mil,af.mil,Department of Defense,Air Force,www. required
homvee.acf.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,www. required or site not present at targeted address
honorguard.af.mil,af.mil,Department of Defense,Air Force,www. required
housing.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
howard.nichd.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
hqmc.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
hqrio.afrc.af.mil,af.mil,Department of Defense,Air Force,www. required
hrom.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
hsinpiv.dhs.gov,dhs.gov,Department of Homeland Security,Headquarters,Site errors out
hsinpiv.hsinuat.dhs.gov,dhs.gov,Department of Homeland Security,Headquarters,www. required or site not present at targeted address
htcbc.ovc.ojp.gov,ojp.gov,Department of Justice,Office of Justice Programs,www. required or site not present at targeted address
huberthhumphrey.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
hudapps.hud.gov,hud.gov,Department of Housing and Urban Development,Web Master  Pulic Affair,Site errors out
hudoig.gov,hudoig.gov,Department of Housing and Urban Development,Office of Inspector General,Resolve to different Final URLs depending on if www. is included or not
humancapital.learning.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,www. required or site not present at targeted address
hurlburt.af.mil,af.mil,Department of Defense,Air Force,www. required
hwp-viz.gsd.esrl.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Site errors out
hydroacoustics.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,Possible scan issue arising META redirect
ia-content-stage2.phmsa.dot.gov,dot.gov,Department of Transportation,Department of Transportation,www. required or site not present at targeted address
ia-sync-stage2.phmsa.dot.gov,dot.gov,Department of Transportation,Department of Transportation,www. required or site not present at targeted address
iandl.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
iat.gov,iat.gov,Department of the Interior,Office of Aviation Services,www. required
iawg.gov,iawg.gov,Department of State,Bureau of East Asian and Pacific Affairs (EAP),www. breaks
iccvam.niehs.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
ice.gov,ice.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement,www. breaks
icrc.nci.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
idlastro.gsfc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
idn.earthdata.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
idp.cancer.gov,cancer.gov,Department of Health and Human Services,"National Cancer Institute, NIH",www. required or site not present at targeted address
idp.mww59.identitysandbox.gov,identitysandbox.gov,General Services Administration,"GSA,FAS,Technology Transformation Service",Site errors out
idp.sujana09.identitysandbox.gov,identitysandbox.gov,General Services Administration,"GSA,FAS,Technology Transformation Service",www. required or site not present at targeted address
idp.vivek.identitysandbox.gov,identitysandbox.gov,General Services Administration,"GSA,FAS,Technology Transformation Service",www. required or site not present at targeted address
iew.state.gov,state.gov,Department of State,Bureau of Global Public Affairs (GPA),Site errors out
ifw7asm-orcldb.fws.gov,fws.gov,Department of the Interior,U.S. Fish and Wildlife Service,Possible SSL issues
igmc.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
igt.fiscal.treasury.gov,treasury.gov,Department of the Treasury,Department of the Treasury - OCIO,Possible scan issue arising META redirect
iiimef.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
iimef.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
il.ngb.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
imagej.cit.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
imagingtherapy.nibib.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
imef.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
imls.gov,imls.gov,Institute of Museum and Library Services,Institute of Museum and Library Services,www. required
impl.eft.cloud.cms.gov,cms.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,www. required or site not present at targeted address
inflammatory.nhlbi.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
inherentresolve.mil,inherentresolve.mil,Department of Defense,,www. required
inr.inl.gov,inl.gov,Department of Energy,Idaho National Laboratory,www. required or site not present at targeted address
insurv.usff.navy.mil,navy.mil,Department of Defense,Navy,www. required or site not present at targeted address
integrity.gov,integrity.gov,Office of Government Ethics,Office of Government Ethics,Resolve to different Final URLs depending on if www. is included or not
intelligencecareers.gov,intelligencecareers.gov,Department of Defense,National Security Agency,www. required
internet-dotnet.fsa.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,www. required or site not present at targeted address
internet4all.gov,internet4all.gov,Department of Commerce,National Telecommunications and Information Administration,www. required
internetforall.gov,internetforall.gov,Department of Commerce,National Telecommunications and Information Administration,www. breaks
inventions.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,Possible scan issue arising META redirect
ipabs-is.baja.em.doe.gov,doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",www. required or site not present at targeted address
irb.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Site errors out
iroquois.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
isotopes.gov,isotopes.gov,Department of Energy,The National Isotope Development Center,Resolve to different Final URLs depending on if www. is included or not
itcontacts.kcnsc.doe.gov,doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",Possible SSL issues
itdashboard.gov,itdashboard.gov,General Services Administration,"GSA, Office of Government-wide Policy",Resolve to different Final URLs depending on if www. is included or not
its.gov,its.gov,Department of the Treasury,Department of the Treasury - FMS,www. required
iwr.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
iwtsd.gov,iwtsd.gov,Department of Defense,Irregular Warfare Technical Support Directorate,www. breaks
jacobscreek.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
jagreporter.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
japan.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
jba.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
jbab.jb.mil,jb.mil,Department of Defense,,www. required
jbcharleston.jb.mil,jb.mil,Department of Defense,,www. required or site not present at targeted address
jber.jb.mil,jb.mil,Department of Defense,,www. required or site not present at targeted address
jble.af.mil,af.mil,Department of Defense,Air Force,www. required
jblmdesignstandards.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
jbmdl.jb.mil,jb.mil,Department of Defense,,www. required or site not present at targeted address
jbsa.mil,jbsa.mil,Department of Defense,Air Force,www. required
jccs.gov,jccs.gov,Department of Defense,Defense Logistics Agency,www. required
jcs.mil,jcs.mil,Department of Defense,,www. required
jcu.mil,jcu.mil,Department of Defense,,www. required
jem.gov,jem.gov,Department of the Interior,USGS-NWRC,Resolve to different Final URLs depending on if www. is included or not
jenkins.aps.anl.gov,anl.gov,Department of Energy,Argonne National Laboratory,Site errors out
jlevinlab.nichd.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
joliet.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
jpeocbrnd.osd.mil,osd.mil,Department of Defense,Army,www. required
jpra.mil,jpra.mil,Department of Defense,,www. required
jss.ninds.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,Site errors out
jtf-spacedefense.mil,jtf-spacedefense.mil,Department of Defense,,www. required
jtfb.southcom.mil,southcom.mil,Department of Defense,,www. required or site not present at targeted address
jtfcs.northcom.mil,northcom.mil,Department of Defense,,www. required
jtfgtmo.southcom.mil,southcom.mil,Department of Defense,,www. required
jtfn.northcom.mil,northcom.mil,Department of Defense,,www. required
jtnc.mil,jtnc.mil,Department of Defense,,www. required
justice.gov,justice.gov,Department of Justice,Department of Justice,Possible scan issue arising META redirect
jwac.mil,jwac.mil,Department of Defense,,www. required
kadena.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
katana.sba.gov,sba.gov,Small Business Administration,Small Business Administration,www. required or site not present at targeted address
keesler.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
keystone.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
kirtland.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
kittrell.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
kunsan.af.mil,af.mil,Department of Defense,Air Force,www. required
la-science.lanl.gov,lanl.gov,Department of Energy,Los Alamos National Laboratory,www. required or site not present at targeted address
labels.preprod.fda.gov,fda.gov,Department of Health and Human Services,U. S. Food and Drug Administration,Site errors out
labs.usa.gov,usa.gov,General Services Administration,"GSA,FAS,Technology Transformation Service",www. required or site not present at targeted address
lakeinfo.tva.gov,tva.gov,Tennessee Valley Authority,TVA IT,Site errors out
landfire.cr.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,Site errors out
landfire.gov,landfire.gov,Department of the Interior,U.S. Geological Survey,Resolve to different Final URLs depending on if www. is included or not
landlook.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,www. required or site not present at targeted address
lanl.gov,lanl.gov,Department of Energy,Los Alamos National Laboratory,Resolve to different Final URLs depending on if www. is included or not
latinawomen.larc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
lawenforcement.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
lbl.gov,lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,www. required
lcfcrypto.anl.gov,anl.gov,Department of Energy,Argonne National Laboratory,Site errors out
learnatf.gov,learnatf.gov,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",Resolve to different Final URLs depending on if www. is included or not
learningprofessionals.af.mil,af.mil,Department of Defense,Air Force,www. required
legacy-assignments.uspto.gov,uspto.gov,Department of Commerce,USPTO,Site errors out
lejeune.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
lep.gov,lep.gov,Department of Justice,Civil Rights Division,www. breaks
letterkenny.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
lexevscts2.nci.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,Site errors out
lforms-formbuilder.lhcaws.nlm.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
lgdfm5.ncifcrf.gov,ncifcrf.gov,Department of Health and Human Services,"Enterprise Information Technology, NIH",www. required or site not present at targeted address
lgrd.nichd.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
lhc-formbuilder.lhc.lhcaws.nlm.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
lhcmon.bnl.gov,bnl.gov,Department of Energy,Brookhaven National Laboratory,www. required or site not present at targeted address
licensinguat.ofac.treas.gov,treas.gov,Department of the Treasury,Department of the Treasury - DO,Site errors out
lig.nywg.cap.gov,cap.gov,Department of Defense,Civil Air Patrol HQ,Site errors out
lippincottschwartzlab.nichd.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
lists.igsb.anl.gov,anl.gov,Department of Energy,Argonne National Laboratory,www. required or site not present at targeted address
listserv.mspb.gov,mspb.gov,Merit Systems Protection Board,US Merit Systems Protection Board,Possible scan issue arising META redirect
littlerock.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
littlerock.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
logcom.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
login-ndcac.fbi.gov,fbi.gov,Department of Justice,Federal Bureau of Investigation,Site errors out
login.consumersentinel.gov,consumersentinel.gov,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),www. required or site not present at targeted address
login.gov,login.gov,General Services Administration,"GSA,FAS,Technology Transformation Service",Resolve to different Final URLs depending on if www. is included or not
login.occ.gov,occ.gov,Department of the Treasury,Comptroller of the Currency,Possible scan issue arising META redirect
losangeles.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
losangeles.spaceforce.mil,spaceforce.mil,Department of Defense,Space Force,www. required or site not present at targeted address
lps.gov,lps.gov,Department of Defense,"National Security Agency, Laboratory for Physical Sciences",www. required
lrb.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
lrc.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
lrd.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
lrh.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
lrl.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
lrn.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
lrp.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
ltar.ars.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,Possible scan issue arising META redirect
luke.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
lymphochip.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,Possible scan issue arising META redirect
lyndonbjohnson.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
ma.acl.gov,acl.gov,Department of Health and Human Services,Administration for Community Living,www. required or site not present at targeted address
macg28.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
mads.lanl.gov,lanl.gov,Department of Energy,Los Alamos National Laboratory,www. required or site not present at targeted address
mag14.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mag26.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
mag29.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
mag31.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
malmstrom.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
map.safercar.gov,safercar.gov,Department of Transportation,National Highway Traffic Safety Administration,Site errors out
maps.nwcg.gov,nwcg.gov,U.S. Department of Agriculture,National Wildfire Coordinating Group,Possible scan issue arising META redirect
marcent.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
march.afrc.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
marcorsyscom.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
marforcom.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
marforcyber.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
marforeur.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
marfork.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
marforres.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
marforsouth.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
marineband.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
marinecadastre.gov,marinecadastre.gov,Department of Commerce,NOAA Coastal Services Center,Resolve to different Final URLs depending on if www. is included or not
marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
mars.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
marsoc.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
mas.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
mastercalendar.ncirc.gov,ncirc.gov,Department of Justice,Institute for Intergovernmental Research,www. required or site not present at targeted address
match.nci.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
maui.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
maximo.bia.gov,bia.gov,Department of the Interior,Bureau of Indian Affairs,www. required or site not present at targeted address
maxwell.af.mil,af.mil,Department of Defense,Air Force,www. required
mcasfutenma.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mcasiwakuni.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mcasiwakunijp.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
mcaspendleton.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mcasyuma.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mcbblaz.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mcbbutler.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mcbhawaii.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mcchord.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
mchb.tvisdata.hrsa.gov,hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,Possible scan issue arising META redirect
mcicom.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
mcieast.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required
mcipac.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mciwest.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mcjrotc.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
mclbbarstow.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
