final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,dap_detected_final_url
https://maps.qa.coast.noaa.gov/,noaa.gov,maps.qa.coast.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://maps.usgs.gov/,usgs.gov,maps.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://maps.waterdata.usgs.gov/mapper/index.html,usgs.gov,maps.waterdata.usgs.gov,Department of the Interior,U.S. Geological Survey,TRUE
https://maps1.coast.noaa.gov/,noaa.gov,maps1.coast.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://maps1.qa.coast.noaa.gov/,noaa.gov,maps1.qa.coast.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://maps2.coast.noaa.gov/,noaa.gov,maps2.coast.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://maps2.qa.coast.noaa.gov/,noaa.gov,maps2.qa.coast.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://mapservice.nohrsc.noaa.gov/arcgis/,noaa.gov,mapservice.nohrsc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://mapservices.nps.gov/arcgis/rest/services/,nps.gov,mapservices.nps.gov,Department of the Interior,National Park Service,FALSE
https://mapstg.peacecorps.gov/Account/LogOn?ReturnUrl=%2f,peacecorps.gov,mapstg.peacecorps.gov,U.S. Peace Corps,Peace Corps,FALSE
https://maptest.acf.hhs.gov/map/app/,hhs.gov,maptest.acf.hhs.gov,Department of Health and Human Services,Office of the Secretary,FALSE
https://maptis.nasa.gov/,nasa.gov,maptis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://mapviewtest.msc.fema.gov/firm,fema.gov,mapviewtest.msc.fema.gov,Department of Homeland Security,FEMA,TRUE
https://marfa.lanl.gov/,lanl.gov,marfa.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://marinecadastre.gov/,marinecadastre.gov,marinecadastre.gov,Department of Commerce,NOAA Coastal Services Center,TRUE
https://marinecadastre.qa.coast.noaa.gov/,noaa.gov,marinecadastre.qa.coast.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://marinedebris.noaa.gov/,noaa.gov,marinedebris.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://marineprotectedareas.noaa.gov/,noaa.gov,marineprotectedareas.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://marinerhiring.noaa.gov/,noaa.gov,marinerhiring.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://marini.nichd.nih.gov/,nih.gov,marini.nichd.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://maritime.dot.gov/,dot.gov,maritime.dot.gov,Department of Transportation,United States Department of Transportation,TRUE
https://mark4sun.jpl.nasa.gov/,nasa.gov,mark4sun.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://markers.training.nij.gov/usermanagement/login_form?came_from=https%3A//markers.training.nij.gov/&retry=&disable_cookie_login__=1&page_n=0&page_nm=,nij.gov,markers.training.nij.gov,Department of Justice,Office of Justice Programs,TRUE
https://marketplace.cms.gov/,cms.gov,marketplace.cms.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,TRUE
https://marketplace.va.gov/,va.gov,marketplace.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://marrowfailure.cancer.gov/,cancer.gov,marrowfailure.cancer.gov,Department of Health and Human Services,National Cancer Institute,TRUE
https://mars.nasa.gov/,nasa.gov,mars.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://mars.rdc.noaa.gov/,noaa.gov,mars.rdc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://marsapi.ams.usda.gov/,usda.gov,marsapi.ams.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://marsapidev.ams.usda.gov/,usda.gov,marsapidev.ams.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://marsbo.rdc.noaa.gov/,noaa.gov,marsbo.rdc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://marsnext.jpl.nasa.gov/,nasa.gov,marsnext.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://marsoweb.nas.nasa.gov/landingsites/landingsites.html,nasa.gov,marsoweb.nas.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://martnsoc.vpn.va.gov/+CSCOE+/logon.html#form_title_text,va.gov,martnsoc.vpn.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://marweb.marad.dot.gov/,dot.gov,marweb.marad.dot.gov,Department of Transportation,United States Department of Transportation,FALSE
https://mas.nasa.gov/,nasa.gov,mas.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://mascot.ecfr.gov/,ecfr.gov,mascot.ecfr.gov,Government Publishing Office,US Government Publishing Office,TRUE
https://mastercalendar.ncirc.gov/,ncirc.gov,mastercalendar.ncirc.gov,Department of Justice,Institute for Intergovernemental Research,FALSE
https://masterplan.ksc.nasa.gov/,nasa.gov,masterplan.ksc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://masterprojects.jpl.nasa.gov/,nasa.gov,masterprojects.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://masterweb.jpl.nasa.gov/,nasa.gov,masterweb.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://matb-files.larc.nasa.gov/,nasa.gov,matb-files.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://matb.larc.nasa.gov/,nasa.gov,matb.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://match-int.nci.nih.gov/login,nih.gov,match-int.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://match.nci.nih.gov/login,nih.gov,match.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://materials.nrel.gov/,nrel.gov,materials.nrel.gov,Department of Energy,National Renewable Energy Laboratory,FALSE
https://materialsdata.nist.gov/,nist.gov,materialsdata.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://materialsinspace.nasa.gov/,nasa.gov,materialsinspace.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://math.nist.gov/,nist.gov,math.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://mathematicalstatistics.usajobs.gov/Search/Results?j=1529&s=relevance&sd=asc&p=1,usajobs.gov,mathematicalstatistics.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://mathematics.usajobs.gov/Search/Results?j=1520&s=relevance&sd=asc&p=1,usajobs.gov,mathematics.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://matrix.bio.anl.gov/,anl.gov,matrix.bio.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://matrix.ncats.nih.gov/,nih.gov,matrix.ncats.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://mawg.cap.gov/,cap.gov,mawg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://maximo.bia.gov/maximo/webclient/login/login.jsp?welcome=true,bia.gov,maximo.bia.gov,Department of the Interior,Bureau of Indian Affairs,FALSE
https://mba.cjis.gov/,cjis.gov,mba.cjis.gov,Department of Justice,Federal Bureau of Investigation,FALSE
https://mbda.commerce.gov/,commerce.gov,mbda.commerce.gov,Department of Commerce,Depatment of Commerce,FALSE
https://mbda.data.commerce.gov/,commerce.gov,mbda.data.commerce.gov,Department of Commerce,Depatment of Commerce,FALSE
https://mbescbes.medicaid.gov/MBESCBES/Default.aspx,medicaid.gov,mbescbes.medicaid.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://mbescbesdev.medicaid.gov/MBESCBES/Default.aspx,medicaid.gov,mbescbesdev.medicaid.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://mbescbesval0.medicaid.gov/MBESCBES/Default.aspx,medicaid.gov,mbescbesval0.medicaid.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://mc-review.onemac.cms.gov/,cms.gov,mc-review.onemac.cms.gov,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://mc.hep.anl.gov/,anl.gov,mc.hep.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://mc1.hep.anl.gov/,anl.gov,mc1.hep.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://mcarney.ecfr.gov/,ecfr.gov,mcarney.ecfr.gov,Government Publishing Office,US Government Publishing Office,TRUE
https://mcchord.wawg.cap.gov/,cap.gov,mcchord.wawg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://mccmis.mcc.gov/Login,mcc.gov,mccmis.mcc.gov,Millennium Challenge Corporation,MCC,FALSE
https://mccuatmis-1.mcc.gov/Login,mcc.gov,mccuatmis-1.mcc.gov,Millennium Challenge Corporation,MCC,FALSE
https://mccuatmis-2.mcc.gov/Login,mcc.gov,mccuatmis-2.mcc.gov,Millennium Challenge Corporation,MCC,FALSE
https://mccuatmis-3.mcc.gov/Login,mcc.gov,mccuatmis-3.mcc.gov,Millennium Challenge Corporation,MCC,FALSE
https://mcdc.msfc.nasa.gov/,nasa.gov,mcdc.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://mcfm.fnal.gov/,fnal.gov,mcfm.fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://mcguire.cap.gov/,cap.gov,mcguire.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://mchb.hrsa.gov/,hrsa.gov,mchb.hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,TRUE
https://mchb.tvisdata.hrsa.gov/,hrsa.gov,mchb.tvisdata.hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,TRUE
https://mchbtvisdatauat04.hrsa.gov/,hrsa.gov,mchbtvisdatauat04.hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,TRUE
https://mclprtest.cbp.dhs.gov/,dhs.gov,mclprtest.cbp.dhs.gov,Department of Homeland Security,Headquarters,FALSE
https://mcm.fas.gsa.gov/cmservlet/massMods/initialView.htm;jsessionid=xWD-r1yEikgsETbU7hyeRhx7VV3DiCQAeP_T8XsQ.massmods74,gsa.gov,mcm.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",FALSE
https://mcm.max.gov/,max.gov,mcm.max.gov,Executive Office of the President,"Office of Management and Budget, Budget Review Division",FALSE
https://mcnp.lanl.gov/,lanl.gov,mcnp.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://mcnpx.lanl.gov/,lanl.gov,mcnpx.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://mcp.nhtsa.gov/,nhtsa.gov,mcp.nhtsa.gov,Department of Transportation,National Highway Traffic Safety Administration,FALSE
https://mcst.gsfc.nasa.gov/,nasa.gov,mcst.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://md.peacecorps.gov/global-protect/login.esp,peacecorps.gov,md.peacecorps.gov,U.S. Peace Corps,Peace Corps,FALSE
https://mda.volpe.dot.gov/,dot.gov,mda.volpe.dot.gov,Department of Transportation,United States Department of Transportation,FALSE
https://mdcs.nist.gov/,nist.gov,mdcs.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://mdmap.orr.noaa.gov/,noaa.gov,mdmap.orr.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://mdr.nasa.gov/,nasa.gov,mdr.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://mds.ihs.gov/,ihs.gov,mds.ihs.gov,Department of Health and Human Services,Indian Health Service / Office of IT,FALSE
https://mds.jpl.nasa.gov/public/index.shtml,nasa.gov,mds.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://mdwg.cap.gov/,cap.gov,mdwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://measures.gesdisc.eosdis.nasa.gov/,nasa.gov,measures.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://measures.gsfc.nasa.gov/,nasa.gov,measures.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://mecfs.ctss.nih.gov/,nih.gov,mecfs.ctss.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://mechanical-engineering.gsfc.nasa.gov/,nasa.gov,mechanical-engineering.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://mechanical.usajobs.gov/Search/Results?j=0830&s=relevance&sd=asc&p=1,usajobs.gov,mechanical.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://med-eng.jpl.nasa.gov/covid-19/,nasa.gov,med-eng.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://medarts.nih.gov/,nih.gov,medarts.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://medeng.jpl.nasa.gov/covid-19/,nasa.gov,medeng.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://media.ars.usda.gov/,usda.gov,media.ars.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://media.csosa.gov/,csosa.gov,media.csosa.gov,Court Services and Offender Supervision,Court Services and Offender Supervision Agency/Office of information Technology,FALSE
https://media.irsvideos.gov/Account/Login.aspx,irsvideos.gov,media.irsvideos.gov,Department of the Treasury,Department of the Treasury - IRS,FALSE
https://media.ksc.nasa.gov/#!/Home,nasa.gov,media.ksc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://medialibrary.nei.nih.gov/,nih.gov,medialibrary.nei.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://medialibraryworkspace.nei.nih.gov/,nih.gov,medialibraryworkspace.nei.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://mediaman.ndc.nasa.gov/,nasa.gov,mediaman.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://mediastream.ndc.nasa.gov/,nasa.gov,mediastream.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://mediation.lbl.gov/,lbl.gov,mediation.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://medicalcountermeasures.gov/,medicalcountermeasures.gov,medicalcountermeasures.gov,Department of Health and Human Services,"Assistant Secretary for Preparedness and Response, Office of the Secretary",TRUE
https://medicalengineering.jpl.nasa.gov/covid-19/,nasa.gov,medicalengineering.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://medicalsciences.energy.gov/,energy.gov,medicalsciences.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://medicalsecureemail.nih.gov/,nih.gov,medicalsecureemail.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://medicineonscreen.nlm.nih.gov/,nih.gov,medicineonscreen.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://medlineplus.gov/,medlineplus.gov,medlineplus.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://medpix.lhcaws-stage.nlm.nih.gov/home,nih.gov,medpix.lhcaws-stage.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://medpix.lhcaws.nlm.nih.gov/home,nih.gov,medpix.lhcaws.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://medpix.nlm.nih.gov/home,nih.gov,medpix.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://medsi.lbl.gov/,lbl.gov,medsi.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://medsun.fda.gov/FDA/index.aspx,fda.gov,medsun.fda.gov,Department of Health and Human Services,U. S. Food and Drug Administration,FALSE
https://medsun.preprod.fda.gov/FDA/index.aspx,fda.gov,medsun.preprod.fda.gov,Department of Health and Human Services,U. S. Food and Drug Administration,FALSE
https://medweek.mbda.gov/,mbda.gov,medweek.mbda.gov,Department of Commerce,MBDA (Minority Business Development Agency),TRUE
https://medxpress.faa.gov/medxpress/,faa.gov,medxpress.faa.gov,Department of Transportation,Federal Aviation Administration,FALSE
https://meetings.nsf.gov/,nsf.gov,meetings.nsf.gov,National Science Foundation,National Science Foundation,TRUE
https://meetme.nass.usda.gov/,usda.gov,meetme.nass.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://megar.nichd.nih.gov/,nih.gov,megar.nichd.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://megcore.nih.gov/index.php/Main_Page,nih.gov,megcore.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://meis.nist.gov/Login?RedirectUrl=%2fDashboard%2fShow,nist.gov,meis.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://melcor.sandia.gov/,sandia.gov,melcor.sandia.gov,Department of Energy,Sandia National Laboratories,FALSE
https://members.nces.ed.gov/,ed.gov,members.nces.ed.gov,Department of Education,Office of Chief Information Officer,FALSE
https://mentalhealth.va.gov/,va.gov,mentalhealth.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://mepag.jpl.nasa.gov/,nasa.gov,mepag.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://meps.ahrq.gov/mepsweb/,ahrq.gov,meps.ahrq.gov,Department of Health and Human Services,Agency for Healthcare Research and Quality,TRUE
https://mercury.ornl.gov/,ornl.gov,mercury.ornl.gov,Department of Energy,Oak Ridge National Laboratory,FALSE
https://mercury3.dhs.gov/CACHE/sdesktop/install/start.htm,dhs.gov,mercury3.dhs.gov,Department of Homeland Security,Headquarters,FALSE
https://mercurytransit.gsfc.nasa.gov/2019/,nasa.gov,mercurytransit.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://meris.cdc.gov/me/merisUnavailable.faces,cdc.gov,meris.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://merrittnam.atdd.noaa.gov/,noaa.gov,merrittnam.atdd.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://mesa.jpl.nasa.gov/,nasa.gov,mesa.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://mescaleroapache.nsopw.gov/,nsopw.gov,mescaleroapache.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://mescforyou.ksc.nasa.gov/,nasa.gov,mescforyou.ksc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://meshb-prev.nlm.nih.gov/,nih.gov,meshb-prev.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://meshb.nlm.nih.gov/,nih.gov,meshb.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://meshb.wip.nlm.nih.gov/,nih.gov,meshb.wip.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://meshing.lanl.gov/,lanl.gov,meshing.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://meshondemand.nlm.nih.gov/,nih.gov,meshondemand.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://meskwaki.nsopw.gov/,nsopw.gov,meskwaki.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://met.lbl.gov/,lbl.gov,met.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://met5.lbl.gov/,lbl.gov,met5.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://meta.geo.census.gov/data/,census.gov,meta.geo.census.gov,Department of Commerce,U.S. Census Bureau,FALSE
https://metabolomics-sig.nih.gov/,nih.gov,metabolomics-sig.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://metadata.boem.gov/,boem.gov,metadata.boem.gov,Department of the Interior,Minerals Management Service,FALSE
https://metagenote.niaid.nih.gov/,nih.gov,metagenote.niaid.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://metazome.jgi.doe.gov/metazomemart/martview/88649dc95149887b22af23247fa0c612,doe.gov,metazome.jgi.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://methods.18f.gov/,18f.gov,methods.18f.gov,General Services Administration,"GSA, TTS",TRUE
https://metrics.cancer.gov/,cancer.gov,metrics.cancer.gov,Department of Health and Human Services,National Cancer Institute,FALSE
https://mets.cdc.gov/,cdc.gov,mets.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://mfix.netl.doe.gov/,doe.gov,mfix.netl.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://mfpcc.samhsa.gov/Default3.aspx,samhsa.gov,mfpcc.samhsa.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,FALSE
https://mft.jsc.nasa.gov/login,nasa.gov,mft.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://mgi.gov/,mgi.gov,mgi.gov,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://mgl.nichd.nih.gov/,nih.gov,mgl.nichd.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://mgm.jgi.doe.gov/,doe.gov,mgm.jgi.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://mgs-mager.gsfc.nasa.gov/,nasa.gov,mgs-mager.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://mhanation.nsopw.gov/,nsopw.gov,mhanation.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://mhm.nlm.nih.gov/,nih.gov,mhm.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://mhm2.nlm.nih.gov/,nih.gov,mhm2.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://mi007.miwg.cap.gov/,cap.gov,mi007.miwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://mi009.miwg.cap.gov/,cap.gov,mi009.miwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://mi063.miwg.cap.gov/,cap.gov,mi063.miwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://mi257.miwg.cap.gov/,cap.gov,mi257.miwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://mia-django-devops.app.cloud.gov/,cloud.gov,mia-django-devops.app.cloud.gov,General Services Administration,"GSA, TTS",TRUE
https://mia-django-main.app.cloud.gov/,cloud.gov,mia-django-main.app.cloud.gov,General Services Administration,"GSA, TTS",TRUE
https://miamination.nsopw.gov/,nsopw.gov,miamination.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://mibyod.ent.usda.gov/,usda.gov,mibyod.ent.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://miccosukeetribe.nsopw.gov/,nsopw.gov,miccosukeetribe.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://mice.nichd.nih.gov/,nih.gov,mice.nichd.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://microbenet.cdc.gov/,cdc.gov,microbenet.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://microbiology.usgs.gov/,usgs.gov,microbiology.usgs.gov,Department of the Interior,U.S. Geological Survey,TRUE
https://microboone.fnal.gov/?ReturnTo=https%3A%2F%2Fwww-microboone.fnal.gov%2F&IdP=https%3A%2F%2Fidp.fnal.gov%2Fidp%2Fshibboleth,fnal.gov,microboone.fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://microct.lbl.gov/,lbl.gov,microct.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://microdevices.jpl.nasa.gov/,nasa.gov,microdevices.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://microgravityuniversity.ird.appdat.jsc.nasa.gov/,nasa.gov,microgravityuniversity.ird.appdat.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://microgravityuniversity.jsc.nasa.gov/,nasa.gov,microgravityuniversity.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://microserf.lanl.gov/,lanl.gov,microserf.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://midas.anl.gov/,anl.gov,midas.anl.gov,Department of Energy,Argonne National Laboratory,FALSE
https://midas.uscis.dhs.gov/#/login,dhs.gov,midas.uscis.dhs.gov,Department of Homeland Security,Headquarters,FALSE
https://midatlantic-mdc.diver.orr.noaa.gov/,noaa.gov,midatlantic-mdc.diver.orr.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://midcdmz.nrel.gov/,nrel.gov,midcdmz.nrel.gov,Department of Energy,National Renewable Energy Laboratory,FALSE
https://midev.ent.usda.gov/mifs/user/login.jsp,usda.gov,midev.ent.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://mids.er.usgs.gov/,usgs.gov,mids.er.usgs.gov,Department of the Interior,U.S. Geological Survey,FALSE
https://mig.nist.gov/,nist.gov,mig.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://migbirdapps.fws.gov/,fws.gov,migbirdapps.fws.gov,Department of the Interior,U.S. Fish and Wildlife Service,FALSE
https://militarypay.defense.gov/,defense.gov,militarypay.defense.gov,Department of Defense,Defense Media Activity,TRUE
https://milliganns2.ecfr.gov/,ecfr.gov,milliganns2.ecfr.gov,Government Publishing Office,US Government Publishing Office,TRUE
https://millionhearts.hhs.gov/,hhs.gov,millionhearts.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://milrecs.archives.gov/milrecs/,archives.gov,milrecs.archives.gov,National Archives and Records Administration,National Archives and Records Administration,FALSE
https://milwaukee.jobcorps.gov/,jobcorps.gov,milwaukee.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://mim.aphis.usda.gov/,usda.gov,mim.aphis.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://mims.doe.gov/,doe.gov,mims.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://minds.ecfr.gov/,ecfr.gov,minds.ecfr.gov,Government Publishing Office,US Government Publishing Office,TRUE
https://minerva.defense.gov/,defense.gov,minerva.defense.gov,Department of Defense,Defense Media Activity,TRUE
https://minerva.fnal.gov/,fnal.gov,minerva.fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://mingo.jobcorps.gov/,jobcorps.gov,mingo.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
