final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,scan_date,dap_detected_final_url
https://ncc.nesdis.noaa.gov/,noaa.gov,ncc.nesdis.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:24:13.273Z,TRUE
https://ncc.usajobs.gov/,usajobs.gov,ncc.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T03:08:17.066Z,TRUE
https://nccad.dhs.gov/Account/Login?ReturnUrl=%2F,dhs.gov,nccad.dhs.gov,Department of Homeland Security,Headquarters,2023-06-10T00:58:01.126Z,FALSE
https://nccan.acf.hhs.gov/,hhs.gov,nccan.acf.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:22:21.342Z,TRUE
https://nccd.cdc.gov/,cdc.gov,nccd.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,2023-06-10T00:46:25.076Z,FALSE
https://nccdb.fmcsa.dot.gov/nccdb/home.aspx,dot.gov,nccdb.fmcsa.dot.gov,Department of Transportation,United States Department of Transportation,2023-06-10T02:25:57.420Z,TRUE
https://nccrexplorer.ccdi.cancer.gov/,cancer.gov,nccrexplorer.ccdi.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T03:34:46.356Z,TRUE
https://nccs-1.docline.gov/docline/needs_authentication/?next=/docline/,docline.gov,nccs-1.docline.gov,Department of Health and Human Services,"National Library of Medicine, NIH",2023-06-10T01:00:57.148Z,FALSE
https://nccs-1.medlineplus.gov/,medlineplus.gov,nccs-1.medlineplus.gov,Department of Health and Human Services,"National Library of Medicine, NIH",2023-06-10T01:36:19.855Z,TRUE
https://nccs-2.docline.gov/docline/needs_authentication/?next=/docline/,docline.gov,nccs-2.docline.gov,Department of Health and Human Services,"National Library of Medicine, NIH",2023-06-10T03:35:04.264Z,FALSE
https://nccs-2.medlineplus.gov/,medlineplus.gov,nccs-2.medlineplus.gov,Department of Health and Human Services,"National Library of Medicine, NIH",2023-06-10T01:53:55.203Z,TRUE
https://nccs-3.medlineplus.gov/,medlineplus.gov,nccs-3.medlineplus.gov,Department of Health and Human Services,"National Library of Medicine, NIH",2023-06-10T01:39:57.848Z,TRUE
https://nccs-4.medlineplus.gov/,medlineplus.gov,nccs-4.medlineplus.gov,Department of Health and Human Services,"National Library of Medicine, NIH",2023-06-10T01:52:09.706Z,TRUE
https://nccs-remoteaccess.nlm.nih.gov/logon/LogonPoint/index.html,nih.gov,nccs-remoteaccess.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:39:39.992Z,FALSE
https://nccs.docline.gov/docline/needs_authentication/?next=/docline/,docline.gov,nccs.docline.gov,Department of Health and Human Services,"National Library of Medicine, NIH",2023-06-10T01:00:43.688Z,FALSE
https://nccs.medlineplus.gov/,medlineplus.gov,nccs.medlineplus.gov,Department of Health and Human Services,"National Library of Medicine, NIH",2023-06-10T01:53:27.541Z,TRUE
https://ncd.gov/,ncd.gov,ncd.gov,National Council on Disability,National Council on Disability,2023-06-10T02:08:16.848Z,FALSE
https://ncela.ed.gov/,ed.gov,ncela.ed.gov,Department of Education,Office of Chief Information Officer,2023-06-10T01:07:44.057Z,FALSE
https://nceo.communities.ed.gov/,ed.gov,nceo.communities.ed.gov,Department of Education,Office of Chief Information Officer,2023-06-10T03:38:01.597Z,TRUE
https://nces.ed.gov/,ed.gov,nces.ed.gov,Department of Education,Office of Chief Information Officer,2023-06-10T01:05:03.595Z,TRUE
https://ncf.nci.nih.gov/,nih.gov,ncf.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:17:40.152Z,TRUE
https://nche.ed.gov/,ed.gov,nche.ed.gov,Department of Education,Office of Chief Information Officer,2023-06-10T01:08:56.433Z,FALSE
https://nci60.cancer.gov/publiccompare/,cancer.gov,nci60.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T00:46:19.873Z,FALSE
https://nci60.ha2.cancer.gov/publiccompare/,cancer.gov,nci60.ha2.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T03:34:44.703Z,FALSE
https://nciadvocates.cancer.gov/oarext/OARHome.action,cancer.gov,nciadvocates.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T00:47:04.960Z,FALSE
https://nciformulary.cancer.gov/,cancer.gov,nciformulary.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T00:46:42.760Z,TRUE
https://ncifrederick.cancer.gov/Default.aspx,cancer.gov,ncifrederick.cancer.gov,Department of Health and Human Services,"Enterprise Information Technology, NIH",2023-06-10T02:10:38.713Z,FALSE
https://ncihub.cancer.gov/wiki/FDA_CFD,cancer.gov,ncihub.cancer.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:16:48.313Z,FALSE
https://ncim-stage.nci.nih.gov/ncimbrowser/,nih.gov,ncim-stage.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:00:07.756Z,TRUE
https://ncim.nci.nih.gov/ncimbrowser/,nih.gov,ncim.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:42:26.959Z,TRUE
https://ncimeta-stage.nci.nih.gov/ncimbrowser/,nih.gov,ncimeta-stage.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:13:55.327Z,TRUE
https://ncimeta.nci.nih.gov/ncimbrowser/,nih.gov,ncimeta.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:43:48.359Z,TRUE
https://ncimetathesaurus-stage.nci.nih.gov/ncimbrowser/,nih.gov,ncimetathesaurus-stage.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:42:33.393Z,TRUE
https://ncimetathesaurus.nci.nih.gov/ncimbrowser/,nih.gov,ncimetathesaurus.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:13:27.333Z,TRUE
https://ncimvn.nci.nih.gov/nexus/,nih.gov,ncimvn.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:20:54.272Z,FALSE
https://ncirc.bja.ojp.gov/,ojp.gov,ncirc.bja.ojp.gov,Department of Justice,Institute for Intergovernemental Research,2023-06-10T02:12:24.615Z,TRUE
https://ncit-stage.nci.nih.gov/ncitbrowser/,nih.gov,ncit-stage.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:59:12.821Z,TRUE
https://ncit.cancer.gov/ncitbrowser/,cancer.gov,ncit.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T00:45:55.953Z,TRUE
https://ncit.nci.nih.gov/ncitbrowser/,nih.gov,ncit.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:42:16.635Z,TRUE
https://ncitermform-stage.nci.nih.gov/ncitermform/,nih.gov,ncitermform-stage.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:29:14.277Z,TRUE
https://ncitermform.nci.nih.gov/ncitermform/,nih.gov,ncitermform.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:14:00.562Z,TRUE
https://nciterms-stage.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf;jsessionid=C38FABE23EE0C30F89321AA7CEA0B64A?nav_type=terminologies,nih.gov,nciterms-stage.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:42:26.315Z,TRUE
https://nciterms.nci.nih.gov/ncitbrowser/pages/multiple_search.jsf;jsessionid=FA5A4F02DBBDBB0C657D2A639828D53A?nav_type=terminologies,nih.gov,nciterms.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T04:00:09.223Z,TRUE
https://ncithesaurus-stage.nci.nih.gov/ncitbrowser/,nih.gov,ncithesaurus-stage.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:00:06.658Z,TRUE
https://ncithesaurus.nci.nih.gov/ncitbrowser/,nih.gov,ncithesaurus.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:59:03.082Z,TRUE
https://ncits-p063-v-p.nci.nih.gov/,nih.gov,ncits-p063-v-p.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:20:54.472Z,FALSE
https://ncler.acl.gov/,acl.gov,ncler.acl.gov,Department of Health and Human Services,Administration for Community Living,2023-06-10T03:33:59.396Z,TRUE
https://ncmdb.extranet.ornl.gov/,ornl.gov,ncmdb.extranet.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T03:30:01.119Z,FALSE
https://ncorp.cancer.gov/,cancer.gov,ncorp.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T00:44:58.855Z,TRUE
https://ncp.nist.gov/,nist.gov,ncp.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T04:01:15.983Z,TRUE
https://ncportal.fas.gsa.gov/,gsa.gov,ncportal.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",2023-06-10T01:22:45.148Z,FALSE
https://ncportals.fas.gsa.gov/,gsa.gov,ncportals.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",2023-06-10T01:23:20.890Z,FALSE
https://ncportalt.fas.gsa.gov/,gsa.gov,ncportalt.fas.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",2023-06-10T01:24:26.440Z,FALSE
https://ncr.anywhere.gsa.gov/logon/LogonPoint/index.html,gsa.gov,ncr.anywhere.gsa.gov,General Services Administration,"GSA, IDI, ECAS II",2023-06-10T01:23:06.646Z,FALSE
https://ncr.cap.gov/,cap.gov,ncr.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",2023-06-10T01:10:36.563Z,FALSE
https://ncrar.research.va.gov/,va.gov,ncrar.research.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:11:22.490Z,TRUE
https://ncrc.gov/,ncrc.gov,ncrc.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:08:40.077Z,FALSE
https://ncrdspublic.er.usgs.gov/,usgs.gov,ncrdspublic.er.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:17:17.868Z,FALSE
https://ncrms.niaid.nih.gov/NCRMS/Main/Login.aspx,nih.gov,ncrms.niaid.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:59:57.460Z,TRUE
https://ncrmsrs.niaid.nih.gov/ReportServer/login.aspx?ReturnUrl=/ReportServer/localredirect?url=%252FReportServer%252F,nih.gov,ncrmsrs.niaid.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:42:37.972Z,FALSE
https://ncrtm.ed.gov/,ed.gov,ncrtm.ed.gov,Department of Education,Office of Chief Information Officer,2023-06-10T02:20:11.066Z,FALSE
https://ncsacw-ta.acf.hhs.gov/index.cfm?action=auth%3Amain.login,hhs.gov,ncsacw-ta.acf.hhs.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,2023-06-10T02:50:14.645Z,FALSE
https://ncsacw.acf.hhs.gov/,hhs.gov,ncsacw.acf.hhs.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,2023-06-10T02:50:56.881Z,FALSE
https://ncsceast.csp.noaa.gov/remote/login?lang=en,noaa.gov,ncsceast.csp.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:29:54.680Z,FALSE
https://ncscwest.csp.noaa.gov/remote/login?lang=en,noaa.gov,ncscwest.csp.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:32:17.202Z,FALSE
https://ncsslabdatamart.sc.egov.usda.gov/,usda.gov,ncsslabdatamart.sc.egov.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:33:16.367Z,FALSE
https://ncsx.pppl.gov/,pppl.gov,ncsx.pppl.gov,Department of Energy,Princeton Plasma Physics Lab,2023-06-10T02:47:27.480Z,FALSE
https://nctn-data-archive.nci.nih.gov/,nih.gov,nctn-data-archive.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:59:03.831Z,FALSE
https://nctnbanks.cancer.gov/,cancer.gov,nctnbanks.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T00:47:21.141Z,FALSE
https://nctr.pmel.noaa.gov/,noaa.gov,nctr.pmel.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:22:28.214Z,TRUE
https://ncua.gov/,ncua.gov,ncua.gov,National Credit Union Administration,NCUA,2023-06-10T02:03:00.435Z,TRUE
https://ncua.usajobs.gov/,usajobs.gov,ncua.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T03:08:09.538Z,TRUE
https://ncvhs.hhs.gov/,hhs.gov,ncvhs.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T02:27:35.100Z,FALSE
https://ncvs.bjs.ojp.gov/Home,ojp.gov,ncvs.bjs.ojp.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Prograns (OJP)",2023-06-10T02:05:40.571Z,TRUE
https://ncwg.cap.gov/,cap.gov,ncwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",2023-06-10T01:10:51.372Z,FALSE
https://nda.nih.gov/,nih.gov,nda.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:41:59.469Z,FALSE
https://ndacan.acf.hhs.gov/,hhs.gov,ndacan.acf.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:27:39.713Z,FALSE
https://ndc.sciencebase.gov/,sciencebase.gov,ndc.sciencebase.gov,Department of the Interior,USGS/Denver Federal Center,2023-06-10T02:54:36.769Z,FALSE
https://ndc.services.cdc.gov/,cdc.gov,ndc.services.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,2023-06-10T03:35:10.726Z,TRUE
https://ndcxii.lbl.gov/,lbl.gov,ndcxii.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:51:52.999Z,FALSE
https://nde.larc.nasa.gov/,nasa.gov,nde.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:03:27.089Z,TRUE
https://ndeaa.jpl.nasa.gov/,nasa.gov,ndeaa.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:09:48.639Z,FALSE
https://ndex.fbi.gov/error/AUTHENTICATE_FOR_USE.html?entityID=https%3A%2F%2Fndex.fbi.gov%2Fmellon%2Fmetadata&return=https%3A%2F%2Fndex.fbi.gov%2Fmellon%2Flogin%3FReturnTo%3Dhttps%253A%252F%252Fndex.fbi.gov%252F&returnIDParam=IdP,fbi.gov,ndex.fbi.gov,Department of Justice,FBI,2023-06-10T01:12:16.532Z,FALSE
https://ndkswspubp01.ndc.nasa.gov/,nasa.gov,ndkswspubp01.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:09:09.845Z,FALSE
https://ndkswspubvip.ndc.nasa.gov/,nasa.gov,ndkswspubvip.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:14:12.611Z,FALSE
https://ndl.noaa.gov/Account/Login?ReturnUrl=%2F,noaa.gov,ndl.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:31:46.532Z,FALSE
https://ndms.fema.gov/,fema.gov,ndms.fema.gov,Department of Homeland Security,FEMA,2023-06-10T01:16:51.362Z,FALSE
https://ndms.hhs.gov/_login/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,hhs.gov,ndms.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:27:24.110Z,FALSE
https://ndmswspubvip.ndc.nasa.gov/,nasa.gov,ndmswspubvip.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:09:59.811Z,FALSE
https://ndmswspubvipt.ndc.nasa.gov/,nasa.gov,ndmswspubvipt.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:08:57.880Z,FALSE
https://ndwg.cap.gov/,cap.gov,ndwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",2023-06-10T00:47:12.521Z,FALSE
https://ndwg.doleta.gov/login/login.cfm,doleta.gov,ndwg.doleta.gov,Department of Labor,Office of The Chief Information Officer (OCIO),2023-06-10T01:03:06.624Z,FALSE
https://ndwgtest.doleta.gov/login/login.cfm,doleta.gov,ndwgtest.doleta.gov,Department of Labor,Office of The Chief Information Officer (OCIO),2023-06-10T01:06:08.384Z,FALSE
https://ned.nih.gov/search/,nih.gov,ned.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:43:59.209Z,TRUE
https://ned.usgs.gov/,usgs.gov,ned.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:18:01.343Z,FALSE
https://nef.nasa.gov/,nasa.gov,nef.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:02:21.447Z,FALSE
https://neglected-delinquent.ed.gov/,ed.gov,neglected-delinquent.ed.gov,Department of Education,Office of Chief Information Officer,2023-06-10T01:07:45.625Z,TRUE
https://nehls.house.gov/,house.gov,nehls.house.gov,The Legislative Branch,US House of Representatives,2023-06-10T00:46:16.157Z,FALSE
https://nehrp.gov/,nehrp.gov,nehrp.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T02:11:42.678Z,TRUE
https://nehrp.nist.gov/,nist.gov,nehrp.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T01:38:28.806Z,TRUE
https://neibank.nei.nih.gov/index.shtml,nih.gov,neibank.nei.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:14:11.664Z,TRUE
https://neidatacommons-demo.cit.nih.gov/,nih.gov,neidatacommons-demo.cit.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:14:34.999Z,TRUE
https://neidatacommons.nei.nih.gov/,nih.gov,neidatacommons.nei.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:44:20.242Z,FALSE
https://nek.ksc.nasa.gov/#!/Home/Facilities,nasa.gov,nek.ksc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:12:09.506Z,FALSE
https://nek5000.mcs.anl.gov/,anl.gov,nek5000.mcs.anl.gov,Department of Energy,Argonne National Laboratory,2023-06-10T00:40:02.746Z,FALSE
https://nekcem.mcs.anl.gov/index.php/Main_Page,anl.gov,nekcem.mcs.anl.gov,Department of Energy,Argonne National Laboratory,2023-06-10T00:32:31.312Z,FALSE
https://neklbm.mcs.anl.gov/index.php/Main_Page,anl.gov,neklbm.mcs.anl.gov,Department of Energy,Argonne National Laboratory,2023-06-10T00:39:14.036Z,FALSE
https://nematode.ars.usda.gov/,usda.gov,nematode.ars.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:59:38.997Z,TRUE
https://nemo.nist.gov/login/?next=/,nist.gov,nemo.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T01:39:56.420Z,FALSE
https://nems.nih.gov/Pages/default.aspx,nih.gov,nems.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:42:51.851Z,TRUE
https://neno.lanl.gov/,lanl.gov,neno.lanl.gov,Department of Energy,Los Alamos National Laboratory,2023-06-10T01:35:16.591Z,FALSE
https://neo-bolide.ndc.nasa.gov/,nasa.gov,neo-bolide.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:14:15.082Z,TRUE
https://neo.gsfc.nasa.gov/,nasa.gov,neo.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:59:14.856Z,TRUE
https://neoproperties.arc.nasa.gov/,nasa.gov,neoproperties.arc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:14:53.594Z,TRUE
https://neoproperties.ndc.nasa.gov/,nasa.gov,neoproperties.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:15:57.050Z,TRUE
https://nepassisttool.epa.gov/,epa.gov,nepassisttool.epa.gov,Environmental Protection Agency,Environmental Protection Agency,2023-06-10T01:08:40.322Z,FALSE
https://nephele.niaid.nih.gov/,nih.gov,nephele.niaid.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:45:04.029Z,TRUE
https://nepis.epa.gov/Exe/ZyNET.EXE?ZyActionL=Register&User=anonymous&Password=anonymous&Client=EPA&Init=1,epa.gov,nepis.epa.gov,Environmental Protection Agency,Environmental Protection Agency,2023-06-10T01:35:32.216Z,TRUE
https://nepp.nasa.gov/,nasa.gov,nepp.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:16:02.820Z,TRUE
https://ner.cap.gov/,cap.gov,ner.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",2023-06-10T00:47:53.689Z,FALSE
https://nerp.ornl.gov/,ornl.gov,nerp.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:41:28.671Z,FALSE
https://nesa.cap.gov/,cap.gov,nesa.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",2023-06-10T00:46:51.014Z,FALSE
https://nescacademy.nasa.gov/,nasa.gov,nescacademy.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:16:14.652Z,TRUE
https://nesr.usda.gov/,usda.gov,nesr.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:11:36.018Z,TRUE
https://ness.atf.gov/login,atf.gov,ness.atf.gov,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",2023-06-10T00:44:17.267Z,FALSE
https://nessapp.atf.gov/swagger/ui/index,atf.gov,nessapp.atf.gov,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",2023-06-10T00:43:51.802Z,FALSE
https://nessapptest.atf.gov/ness/swagger/ui/index,atf.gov,nessapptest.atf.gov,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",2023-06-10T02:07:26.817Z,FALSE
https://nesstest.atf.gov/login,atf.gov,nesstest.atf.gov,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",2023-06-10T02:07:29.778Z,FALSE
https://nest.lbl.gov/,lbl.gov,nest.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:43:11.567Z,FALSE
https://nestservices.sc.egov.usda.gov/,usda.gov,nestservices.sc.egov.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:10:06.932Z,FALSE
https://netl.doe.gov/,doe.gov,netl.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:02:11.790Z,FALSE
https://netlib.sandia.gov/,sandia.gov,netlib.sandia.gov,Department of Energy,Sandia National Laboratories,2023-06-10T02:52:39.033Z,FALSE
https://netpass.pnl.gov/my.policy,pnl.gov,netpass.pnl.gov,Department of Energy,Pacific Northwest National Laboratory,2023-06-10T03:30:59.118Z,FALSE
https://netpass.pnnl.gov/my.policy,pnnl.gov,netpass.pnnl.gov,Department of Energy,Pacific Northwest National Laboratory,2023-06-10T02:47:37.999Z,FALSE
https://netresponse.cardiocom.va.gov/Login/Login?ReturnUrl=%2f,va.gov,netresponse.cardiocom.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:22:36.992Z,FALSE
https://netresponse.medtronic.va.gov/Login/Login?ReturnUrl=%2f,va.gov,netresponse.medtronic.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:22:58.933Z,FALSE
https://netspublic.grc.nasa.gov/nasa_nepa_main.cfm,nasa.gov,netspublic.grc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:29:12.997Z,TRUE
https://neup.inl.gov/SitePages/Home.aspx,inl.gov,neup.inl.gov,Department of Energy,Idaho National Laboratory,2023-06-10T01:31:23.131Z,FALSE
https://neuralyzer.hi.jpl.nasa.gov/,nasa.gov,neuralyzer.hi.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:15:16.012Z,FALSE
https://neurobiobank.nih.gov/,nih.gov,neurobiobank.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:21:30.670Z,TRUE
https://neurohiv.ctss.nih.gov/,nih.gov,neurohiv.ctss.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:44:34.287Z,FALSE
https://neuromod.ctss.nih.gov/,nih.gov,neuromod.ctss.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:20:54.077Z,FALSE
https://neuromorphic.ornl.gov/,ornl.gov,neuromorphic.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:41:16.097Z,FALSE
https://neuroscience.sandia.gov/,sandia.gov,neuroscience.sandia.gov,Department of Energy,Sandia National Laboratories,2023-06-10T03:13:31.316Z,TRUE
https://neuroscienceblueprint.nih.gov/,nih.gov,neuroscienceblueprint.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:27:05.207Z,FALSE
https://neutgx.niaid.nih.gov/,nih.gov,neutgx.niaid.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:59:21.992Z,TRUE
https://neutrino.bnl.gov/,bnl.gov,neutrino.bnl.gov,Department of Energy,Brookhaven National Laboratory,2023-06-10T00:42:21.153Z,FALSE
https://neutrinophysics.fnal.gov/,fnal.gov,neutrinophysics.fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,2023-06-10T01:18:43.331Z,FALSE
https://neutrons.ornl.gov/,ornl.gov,neutrons.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:43:48.674Z,FALSE
https://new.demo.nsf.gov/,nsf.gov,new.demo.nsf.gov,National Science Foundation,National Science Foundation,2023-06-10T02:54:14.965Z,TRUE
https://new.nsf.gov/,nsf.gov,new.nsf.gov,National Science Foundation,National Science Foundation,2023-06-10T02:35:07.402Z,TRUE
https://newbornscreening.hrsa.gov/,hrsa.gov,newbornscreening.hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,2023-06-10T03:40:11.909Z,TRUE
https://newengland.va.gov/,va.gov,newengland.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:23:13.322Z,TRUE
https://newfrontiers.larc.nasa.gov/,nasa.gov,newfrontiers.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:15:40.915Z,TRUE
https://newhampshire.jobcorps.gov/,jobcorps.gov,newhampshire.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,2023-06-10T01:27:59.555Z,FALSE
https://newone.app.cloud.gov/,cloud.gov,newone.app.cloud.gov,General Services Administration,"GSA, TTS",2023-06-10T03:34:21.237Z,TRUE
https://neworleans.jobcorps.gov/,jobcorps.gov,neworleans.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,2023-06-10T01:33:56.223Z,FALSE
https://news.fnal.gov/,fnal.gov,news.fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,2023-06-10T01:18:12.873Z,FALSE
https://news.nnlm.gov/,nnlm.gov,news.nnlm.gov,Department of Health and Human Services,"National Library of Medicine, NIH",2023-06-10T01:40:08.192Z,FALSE
